"Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body","Screen","Reason","Comment","Screen.Name"
"NSX6JM2N","journalArticle",2018,"Rowse, Elizabeth G.; Harris, Stephen; Jones, Gareth","Effects of dimming light-emitting diode street lights on light-opportunistic and light-averse bats in suburban habitats","ROYAL SOCIETY OPEN SCIENCE",NA,"2054-5703","10.1098/rsos.180205",NA,"Emerging lighting technologies provide opportunities for reducing carbon footprints, and for biodiversity conservation. In addition to installing light-emitting diode street lights, many local authorities are also dimming street lights. This might benefit light-averse bat species by creating dark refuges for these bats to forage and commute in human-dominated habitats. We conducted a field experiment to determine how light intensity affects the activity of the light-opportunistic Pipistrellus pipistrellus and light-averse bats in the genus Myotis. We used four lighting levels controlled under a central management system at existing street lights in a suburban environment (0,25,50 and 100% of the original output). Higher light intensities (50 and 100% of original output) increased the activity of light-opportunistic species but reduced the activity of light-averse bats. Compared to the unlit treatment, the 25% lighting level did not significantly affect either P. pipistrellus or Myotis spp. Our results suggest that it is possible to achieve a light intensity that provides both economic and ecological benefits by providing sufficient light for human requirements while not deterring light-averse bats.","2018-06","2025-03-03 21:00:14","2025-03-03 21:00:14",NA,"",NA,"6",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: 6-9 CARLTON HOUSE TERRACE, LONDON SW1Y 5AG, ENGLAND Publisher: ROYAL SOC Type: Article",NA,NA,NA,"ALAN; bat activity; dimming; light-averse species; light-emitting diode street lights; light-opportunistic species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Decision","No reason given","Measured bat activity under four lighting levels. No mention of timings. ","Insert Screener Name"
"VVFDM644","journalArticle",2019,"Frank, Tanner M.; Gabbert, Whitney C.; Chaves-Campos, Johel; LaVal, Richard K.","Impact of artificial lights on foraging of insectivorous bats in a Costa Rican cloud forest","JOURNAL OF TROPICAL ECOLOGY",NA,"0266-4674","10.1017/S0266467418000408",NA,"Determining the effects of light pollution on tropical bat communities is important for understanding community assembly rules in urban areas. Studies from temperate regions suggest that, among aerial insectivorous bats, fast-flying species that forage in the open are attracted to artificial lights, whereas slow-flying species that forage in cluttered environments avoid those lights. We measured aerial insectivore responses to light pollution in a tropical cloud forest to test this hypothesis. Bat echolocation was recorded at 20 pairs of light and dark sites in Monteverde, Costa Rica. Foraging activity was higher at artificially lighted sites than dark sites near the new moon, especially around blue-white fluorescent lighting. Most recorded bat species showed increased or unchanged activity in response to light, including some slow-flying and edge-foraging bats. This finding suggests that, contrary to the evaluated hypothesis, flight speed and foraging mode are not sufficient to determine bat responses to artificial lights in the tropics. Two bat species showed decreased activity at light sites, and a low species evenness was recorded around lights, particularly fluorescent lights, compared with dark sites. As in the temperate zone, light pollution in the tropics seems to concentrate certain bat species around human-inhabited areas, potentially shifting community structure.","2019-01","2025-03-03 21:00:14","2025-03-03 21:00:14",NA,"8-17",NA,"1",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: 32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA Publisher: CAMBRIDGE UNIV PRESS Type: Article",NA,NA,NA,"Chiroptera; cloud forest; Costa Rica; light pollution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Decision","No reason given","Measured foraging activity at light and dark sites. Do not mention timing. ","Insert Screener Name"
"BBVQT97H","journalArticle",2023,"Hooker, Jack; Daley, Emma; Stone, Emma; Lintott, Paul","Assessing the impact of festival music on bat activity","ECOLOGICAL SOLUTIONS AND EVIDENCE",NA,"","10.1002/2688-8319.12250",NA,"1. Sound is a critical component of an animal's habitat, where it is used to glean important environmental information from their surroundings. The modification of natural soundscapes due to the global rise in anthropogenic noise pollution over recent decades can have serious negative impacts on species fitness and survival.2. Nocturnal species such as bats are reliant on sound for many aspects of their life history and are, therefore, highly sensitive to anthropogenic noise. Music festivals are a source of unregulated and potentially harmful, acute noise pollution; however, they have become ubiquitous across our landscapes throughout the summer months and are increasingly being held in settings important for wildlife.3. Using an experimental approach, we provide the first evidence of the negative impacts of music festivals on bat activity in a habitat that represents a typical festival setting, that is, woodland edge. We found that loud music playback alone can reduce the activity of bats even in the absence of other anthropogenic factors commonly associated with music festivals such as lighting and habitat disturbance. Activity of Nyctalus/Eptesicus spp. was reduced along woodland edge habitats exposed to loud music, whereas no effect was recorded for Myotis spp., Pipistrellus pygmaeus and Pipistrellus pipistrellus compared with quiet nights. We also provide the first evidence of the spatial scale of negative effects from festival music on activity for P. pygmaeus as well as highlighting differential responses between cryptic species.4. In light of the paucity of research or guidance into acute noise impacts on nocturnal biodiversity, we outline the potential negative impacts of music festivals for bats. We show that music alone can reduce the activity of bats even in the absence of other anthropogenic factors commonly associated with music festivals, which could potentially fragment important habitats for certain species, leading to a degradation of functional connectivity across the landscape.","2023-04","2025-03-03 21:00:14","2025-03-03 21:00:14",NA,"",NA,"2",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",NA,NA,NA,"anthropogenic impacts; bats; biodiversity conservation; Chiroptera; festivals; foraging; music; noise pollution; urbanisation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","Focus on the impacts of sound pollution - festival music, rather than of light. ","Insert Screener Name"
"EUH62CB6","journalArticle",2017,"Myczko, Lukasz; Sparks, Tim H.; Skorka, Piotr; Rosin, Zuzanna M.; Kwiecinski, Zbigniew; Gorecki, Marcin T.; Tryjanowski, Piotr","Effects of local roads and car traffic on the occurrence pattern and foraging behaviour of bats","TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT",NA,"1361-9209","10.1016/j.trd.2017.08.011",NA,"The most negative impacts of roads on bats are increased mortality caused by collisions with vehicles, noise pollution reducing both communication and foraging, and barriers to movement. To test the effect of roads and traffic on the occurrence and foraging habits of bats in forested landscapes in western Poland we compared 53 sites located along local asphalt roads of low to medium traffic volume with paired reference sites on unsurfaced forest roads. Acoustical monitoring systems with Anabat detectors were used at night to detect bats at all sites. Overall, we found a strongly significant preference of bats for local asphalt roads; 640 bat passes were recorded at asphalt roads but only 271 at reference sites. Furthermore, significantly more bat taxa, longer activity and a greater frequency of feeding buzzes (calls used during foraging) were also recorded at asphalt roads. However, significant benefits were not shown for all species. This study clearly shows that local asphalt roads in forested landscapes are important foraging areas for several bat species.","2017-10","2025-03-03 21:00:14","2025-03-03 21:00:14",NA,"222-228",NA,"",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND Publisher: PERGAMON-ELSEVIER SCIENCE LTD Type: Article",NA,NA,NA,"Bat calls; Chiroptera; Corridors; Foraging; Forest; Poland; Roads",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","Considers impacts of roads, not light. ","Insert Screener Name"
"6U4C3PYJ","journalArticle",2022,"Cory-Toussaint, Dawn; Taylor, Peter J.","Anthropogenic Light, Noise, and Vegetation Cover Differentially Impact Different Foraging Guilds of Bat on an Opencast Mine in South Africa","FRONTIERS IN ECOLOGY AND EVOLUTION",NA,"2296-701X","10.3389/fevo.2022.752665",NA,"Bats are known to be sensitive to changes in their environment. The impact of natural vegetation cover, artificial light intensity and noise (dBA) were investigated on the bat community on the opencast Venetia diamond mine using mixed-effects models. Clutter-feeding bats were virtually absent compared to surrounding natural habitats, suggesting the negative impact of vegetation removal and/or light and/or noise pollution. Mixed-effect models revealed that natural vegetation was the most important factor impacting species richness and overall bat activity. In general, bat activity of both open-air and clutter-edge foragers was negatively impacted over areas close to mining operations that were devoid of vegetation cover. Artificial light only significantly affected feeding activity with less feeding activity in the lit areas. Anthropogenic noise had no significant impact on bat activity and species richness. Our study highlights the importance of vegetation cover and the complexity of the interaction between bats and the environment incorporating anthropogenic factors (artificial lighting, continuous noise, and habitat degradation) and natural factors such as minimum temperature, moon phase, and season that confound trends in bat species richness and responses in relation to opencast mining.","2022-04-27","2025-03-03 21:00:14","2025-03-03 21:00:14",NA,"",NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND Publisher: FRONTIERS MEDIA SA Type: Article",NA,NA,NA,"anthropogenic light; bat behaviour; bat ecology; chiroptera; noise; opencast mining",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Decision","No reason given","Assessed impact of artificial light on bat activity. But unclear if timing considered. ","Insert Screener Name"
"5YSRFPZ3","journalArticle",2021,"Appel, G.; Lopez-Baucells, A.; Rocha, R.; Meyer, C. F. J.; Bobrowiec, P. E. D.","Habitat disturbance trumps moonlight effects on the activity of tropical insectivorous bats","ANIMAL CONSERVATION",NA,"1367-9430","10.1111/acv.12706",NA,"Changes in moonlight intensity can affect predation risk and induce changes in habitat use and activity of nocturnal species. However, the effect of moonlight on animal activity is rarely evaluated in human-modified landscapes and can be of vital importance to understand possible changes in ecosystem services provided by light-sensitive taxa, such as insectivorous bats. Fragmentation changes forest structure and affects light penetration across the landscape. In this case, the effects of fragmentation on bat activity can be modulated by cyclical variations of moonlight intensity. We acoustically quantified the activity of nine aerial insectivorous bat species in relation to moonlight at the Biological Dynamics of Forest Fragments Project, Central Amazonia. We aimed to understand species-level variation in activity across habitats (continuous forest, fragments and secondary forest) at different temporal scales: lunar cycle, dark vs. bright nights and within nights. Amazonian aerial insectivorous bats responded more to habitat type than to moonlight, with two and six species showing reduced activity in fragments and secondary forest, respectively, compared to continuous forest. The lower activity in secondary forest suggests that despite c. 30 years of secondary forest regeneration, it is still less attractive as foraging habitat. An interactive effect of habitat type and moonlight on bat activity was most evident when contrasting dark and bright nights. Our results indicate that fragments have reduced bat activity on extremely bright nights, probably due to higher predation risk in small fragments. Species that emit constant-frequency calls (Pteronotus spp.) were the ones that most modulated their responses to habitat disturbance and moonlight. Otherwise, moonlight had little effect on hourly activity levels, irrespective of habitat type. Moonlight is capable of modulating the responses of some bat species in disturbed habitats, particularly in fragments.","2021-12","2025-03-03 21:00:14","2025-03-03 21:00:14",NA,"1046-1058",NA,"6",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",NA,NA,NA,"acoustic monitoring; anthropogenic impact; bat conservation; habitat fragmentation; light pollution; moonlight; tropical forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","Considered affect of fragmentation on natural light levels rather than artificial light. ","Insert Screener Name"
"4JKD8PBP","journalArticle",2015,"Day, J.; Baker, J.; Schofield, H.; Mathews, F.; Gaston, K. J.","Part-night lighting: implications for bat conservation","ANIMAL CONSERVATION",NA,"1367-9430","10.1111/acv.12200",NA,"Artificial nighttime lighting has many effects on biodiversity. A proposed environmental management option, primarily to save energy, is to alter the duration of night lighting. Using the greater horseshoe bat Rhinolophus ferrumequinum as an example of a photophobic species, we explored roadside behaviour patterns throughout the night to assess the potential impact of part-night lighting. We found a large primary peak in activity 1 h after sunset, followed by a smaller secondary peak before sunrise. Simulated part-night lighting scenarios reveal that to capture a large proportion of bat activity, streetlights should be switched off before midnight. Current proposed uses of part-night lighting are unlikely to capture natural peaks in activity for nocturnal species.","2015-12","2025-03-03 21:00:14","2025-03-03 21:00:14",NA,"512-516",NA,"6",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY-BLACKWELL Type: Article",NA,NA,NA,"artificial nighttime lighting; bats; environmental management; light pollution; part-night lighting; photophobic; Rhinolophus ferrumequinum; streetlights",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","Timing of activity with different lighting regimes.","Insert Screener Name"
"JVKBW98Y","journalArticle",2008,"Scanlon, Annette T.; Petit, Sophie","Effects of site, time, weather and light on urban bat activity and richness: considerations for survey effort","WILDLIFE RESEARCH",NA,"1035-3712","10.1071/WR08035",NA,"To maximise bat retention in urban environments, efficient bat monitoring is needed, but the factors that influence survey results for urban bats are unclear. We used echolocation call detectors (n = 378 detector-nights from November 2005 to October 2006) to assess bat activity among different sites in the Adelaide City parklands, temporal variations in activity (hourly, nightly, monthly), and responses to weather and light (artificial and moon). Bat species did not occur evenly in urban conditions; dark parks were more important for bat diversity and activity ( six species groups in the darkest park) than were artificially lit parkland areas (three species groups in the flood-lit park). Gould's wattled bat (Chalinolobus gouldii) and Mormopterus species 4 (94% of calls) were advantaged in urban parklands, being the only species recorded when lights were on at sports parks, whereas five species groups occurred when the lights were off. Minimal bat activity was recorded in the first 2 h after civil twilight, suggesting that bats may roost outside the city and commute nightly into parklands. Bat activity increased with temperature, with a burst in activity occurring after 7 degrees C. Rainfall (> 1 mm/24h) and moon illumination at midnight did not influence activity. Urban environments should provide diversity to attract a diverse assemblage of bat species. Activity fluctuated among sites, nights, and across the year, indicating that large sample sizes over long periods of time are required to monitor and survey bats reliably with detectors.","2008","2025-03-03 21:00:14","2025-03-03 21:00:14",NA,"821-834",NA,"8",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC 3168, AUSTRALIA Publisher: CSIRO PUBLISHING Type: Review",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","Considered variations in activity over time, in response to artificial and natural light. ","Insert Screener Name"
"6IHYJZ5N","journalArticle",2009,"Stone, Emma Louise; Jones, Gareth; Harris, Stephen","Street Lighting Disturbs Commuting Bats","CURRENT BIOLOGY",NA,"0960-9822","10.1016/j.cub.2009.05.058",NA,"Anthropogenic disturbance is a major cause of worldwide declines in biodiversity [1]. Understanding the implications of this disturbance for species and populations is crucial for conservation biologists wishing to mitigate negative effects. Anthropogenic light pollution is an increasing global problem [2], affecting ecological interactions across a range of taxa and impacting negatively upon critical animal behaviors including foraging, reproduction, and communication (for review see [2, 3]). Almost all bats are nocturnal [4], making them ideal subjects for testing the effects of light pollution. Previous studies have shown that bat species adapted to foraging in open environments feed on insects attracted to mercury vapor lamps. Here, we use an experimental approach to provide the first evidence of a negative effect of artificial light pollution on the commuting behavior of a threatened bat species. We installed high-pressure sodium lights that mimic the intensity and light spectra of streetlights along commuting routes of lesser horseshoe bats (Rhinolophus hipposideros). Bat activity was reduced dramatically and the onset of commuting behavior was delayed in the presence of lighting, with no evidence of habituation. These results demonstrate that light pollution may have significant negative impacts upon the selection of flight routes by bats.","2009-07-14","2025-03-03 21:00:14","2025-03-03 21:00:14",NA,"1123-1127",NA,"13",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: 600 TECHNOLOGY SQUARE, 5TH FLOOR, CAMBRIDGE, MA 02139 USA Publisher: CELL PRESS Type: Article",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Decision","No reason given","Measured commuting behaviour (and maybe activity?) with artificial lights. Unclear if timings considered, and if activity itself was actually measured. ","Insert Screener Name"
"EX24D8AC","journalArticle",2023,"Mariton, Lea; Le Viol, Isabelle; Bas, Yves; Kerbiriou, Christian","Characterising diel activity patterns to design conservation measures: Case study of European bat species","BIOLOGICAL CONSERVATION",NA,"0006-3207","10.1016/j.biocon.2022.109852",NA,"Although diel activity time is a major axis of species' niche space, very few conservation measures focus on preserving daily periods free of anthropogenic pressures. While the spatial ecology of bats has received much attention, less is known about their temporal ecology, the knowledge being dispersed in studies of limited taxonomical, spatial and temporal range. We used data from the French bat monitoring program based on citizen science and standardised acoustic recordings (4409 sites monitored and 9807 nights monitored from 2014 to 2020) to characterise the diel activity patterns of 20 bat species so that their consideration in mitigation measures can help conservation. We designed a method to extract times of key descriptors and describe bat activity distribution throughout the night. We found that bat species could be separated in three functional groups characterised by a crepuscular activity, an activity that occurs when it is completely dark or an intermediate activity. We showed variations of diel activity patterns depending on season. We argue that accounting for these complex diel activity patterns would help design efficient mitigation measures, for instance to reduce the exposure of bats to light pollution or wind turbines. Overall, we advocate multi-taxa approaches to design conservation policies adapted to both the temporal and spatial distributions of species.","2023-01","2025-03-03 21:00:14","2025-03-03 21:00:14",NA,"",NA,"",277,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: 125 London Wall, London, ENGLAND Publisher: ELSEVIER SCI LTD Type: Article",NA,NA,NA,"Bats; Chiroptera; Citizen science; Diel activity pattern; Mitigation measures; Passive acoustic monitoring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Decision","No reason given","Recorded diel activity patterns over time, but I do not think they considered it in response to ALAN but instead said it should be consered when mitigating effects of ALAN. ","Insert Screener Name"
"D6BX7G4G","journalArticle",2021,"He, Shanshan; Shao, Wenyuan; Han, Jie","Have artificial lighting and noise pollution caused zoonosis and the COVID-19 pandemic? A review","ENVIRONMENTAL CHEMISTRY LETTERS",NA,"1610-3653","10.1007/s10311-021-01291-y",NA,"Where did the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) come from? Did it spread to `patient zero' through proactive human-animal contact? Why did humans faced an increasing number of zoonotic diseases in the past few decades? In this article, we propose a new theory by which human pollution such as artificial lighting and noise accentuate pathogen shedding from bats and other wild habitants in urban environments. This theory differs from the current hypothesis that wildlife trades and bushmeat consumption largely contribute to the spillover of zoonotic pathogens to humans. As natural reservoirs, bats harbor the greatest number of zoonotic viruses among all mammalian orders, while they also have a unique immune system to maintain functioning. Some bat species roost in proximity with human settlements, including urban communities and surrounding areas that are potentially most impacted by anthropogenic activities. We review the behavioral changes of wild habitants, including bats and other species, caused by environmental pollution such as artificial lighting and noise pollution, with focus on the spillover of zoonotic pathogens to humans. We found that there is a strong positive correlation between environmental stress and the behavior and health conditions of wild species, including bats. Specifically, artificial lighting attracts insectivorous bats to congregate around streetlights, resulting in changes in their diets and improved likelihood of close contact with humans and animals. Moreover, many bat species avoid lit areas by expending more energies on commuting and foraging. Noise pollution has similar effects on bat behavior. Bats exposed to chronic noise pollution have weakened immune functions, increased viral shedding, and declined immunity during pregnancy, lactation, and vulnerable periods due to noised-induced stress. Other wild species exposed to artificial lighting and noise pollution also show stress-induced behaviors and deteriorated health. Overall, evidence supports our hypothesis that artificial lighting and noise pollution have been overlooked as long-term contributors to the spillover of zoonotic pathogens to humans in urban environments.","2021-12","2025-03-03 21:00:14","2025-03-03 21:00:14",NA,"4021-4030",NA,"6",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY Publisher: SPRINGER HEIDELBERG Type: Review",NA,NA,NA,"Artificial lighting; Bat; Coronavirus; Noise pollution; SARS-CoV-2; Spillover",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","Not relevant - focuses instead on impact of ALAN on disease management and zoonoses. But useful consideration for introduction and implications?","Insert Screener Name"
"KNM6LYXF","journalArticle",2023,"Bhalla, Iqbal Singh; Razgour, Orly; Rigal, Francois; Whittaker, Robert J.","Landscape features drive insectivorous bat activity in Indian rice fields","LANDSCAPE ECOLOGY",NA,"0921-2973","10.1007/s10980-023-01758-z",NA,"ContextInsectivorous bats have been shown to control a number of agricultural insect pests. As bats exhibit species-specific responses to the surrounding landscape, tied closely to their morphology and foraging mode, the activity and distribution patterns of bats, and consequently the ecosystem services they provide, are influenced by the landscape characteristics.ObjectivesThis study aims to determine which features in the landscape surrounding rice fields influence the activity levels of insectivorous bats, and at what scales they are most influential.MethodsWe collected acoustic recordings to determine activity levels of seven bat sonotypes in rice fields surrounded by a variety of land-cover types in the Nagaon district of Assam, India. Using this, we determined the most important set of features in the surrounding landscape, and the scales at which had the strongest impact, for each sonotype.ResultsOur results suggest that tree cover variables are the most important predictors of bat activity in rice fields. Distance to nearest forest, area of forest within 1 km, distance to nearest forest edge, and landscape heterogeneity influenced all five of the analysed bat sonotypes. Also important were the amount of urban land within 1 km, which exerted a negative effect on the activity of one sonotype, and moonlight activity, which negatively influenced the activity levels of one sonotype.ConclusionOur results demonstrate that when flying over rice fields, bat activity is most influenced by presence and proximity of trees. Therefore, increasing tree cover in agricultural landscapes will increase bat activity and likely the level of pest control.","2023-11","2025-03-03 21:00:15","2025-03-03 21:00:15",NA,"2931-2946",NA,"11",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Publisher: SPRINGER Type: Article",NA,NA,NA,"Agricultural landscape; Assam; Bats; Bioacoustics; Landscape drivers; Scale-dependent responses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","Considers impact of landscape on activity. Not considering role of ALAN.","Insert Screener Name"
"N79D5XMB","journalArticle",2019,"Pauwels, J.; Le Viol, I.; Azam, C.; Valet, N.; Julien, J. -F.; Bas, Y.; Lemarchand, C.; Sanchez de Miguel, A.; Kerbiriou, C.","Accounting for artificial light impact on bat activity for a biodiversity-friendly urban planning","LANDSCAPE AND URBAN PLANNING",NA,"0169-2046","10.1016/j.landurbplan.2018.08.030",NA,"Light pollution constitutes a major threat to biodiversity by decreasing habitat quality and landscape connectivity for nocturnal species. While there is an increasing consideration of biodiversity in urban management policies, the impact of artificial light is poorly accounted for. This is in a large part due to the lack of quantitative information and relevant guidelines to limit its negative effects. Here we compared the potential of two sources of information on light pollution, remote sensing (nocturnal picture taken from the International Space Station ISS) and ground-based (location of streetlights) data, to measure its impact on bats. Our aims were to (i) evaluate how light pollution affected Pipistrellus pipistrellus activity at the city scale, (ii) determine which source of information was the most relevant to measure light pollution's effect and (iii) define a reproducible methodology applicable in land management to account for biodiversity in lighting planning. We used citizen science data to model the activity of P. pipistrellus, a species considered light tolerant, within three cities of France while accounting for artificial light through a variable based on either source of information. We showed that at the city scale, P. pipistrellus activity is negatively impacted by light pollution irrespective of the light variable used. This detrimental effect was better described by variables based on ISS pictures than on streetlights location. Our methodology can be easily reproduced and used in urban planning to help take the impact of light pollution into consideration and promote a biodiversity-friendly management of artificial light.","2019-03","2025-03-03 21:00:15","2025-03-03 21:00:15",NA,"12-25",NA,"",183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English",NA,NA,NA,NA,NA,NA,"Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Publisher: ELSEVIER Type: Article",NA,NA,NA,"Land management; Landscape ecology; Light pollution; Outdoor lighting; Pipistrellus pipistrellus; Urbanization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Decision","No reason given","Assessed activity levels from citizen science data, accounting for artificial light. Pretty sure timing is not considered. ","Insert Screener Name"
